GRANULE_ID,PRODUCT_ID,DATATAKE_IDENTIFIER,MGRS_TILE,SENSING_TIME,TOTAL_SIZE,CLOUD_COVER,GEOMETRIC_QUALITY_FLAG,GENERATION_TIME,NORTH_LAT,SOUTH_LAT,WEST_LON,EAST_LON,BASE_URL,Acquisition Date
L1C_T60KYD_A002486_20170827T221934,S2B_MSIL1C_20170827T221939_N0205_R029_T60KYD_20170827T221934,GS2B_20170827T221939_002486_N02.05,60KYD,2017-08-27T22:19:34.460000Z,757758539.0,21.2803,PASSED,2017-08-27T22:19:34.000000Z,-18.9690605254,-19.9744194106,178.89929258700002,179.959368783,gs://gcp-public-data-sentinel-2/tiles/60/K/YD/S2B_MSIL1C_20170827T221939_N0205_R029_T60KYD_20170827T221934.SAFE,2017-08-27 22:19:34.460000+00:00
L1C_T60KYE_A002486_20170827T221934,S2B_MSIL1C_20170827T221939_N0205_R029_T60KYE_20170827T221934,GS2B_20170827T221939_002486_N02.05,60KYE,2017-08-27T22:19:34.460000Z,716505512.0,7.2686,PASSED,2017-08-27T22:19:34.000000Z,-18.0662559481,-19.0710244241,178.88933617900003,179.942978909,gs://gcp-public-data-sentinel-2/tiles/60/K/YE/S2B_MSIL1C_20170827T221939_N0205_R029_T60KYE_20170827T221934.SAFE,2017-08-27 22:19:34.460000+00:00
L1C_T60KYF_A002486_20170827T221934,S2B_MSIL1C_20170827T221939_N0205_R029_T60KYF_20170827T221934,GS2B_20170827T221939_002486_N02.05,60KYF,2017-08-27T22:19:34.460000Z,708166841.0,10.8875,PASSED,2017-08-27T22:19:34.000000Z,-17.1633549664,-18.167535603399998,178.87994597,179.92748847099998,gs://gcp-public-data-sentinel-2/tiles/60/K/YF/S2B_MSIL1C_20170827T221939_N0205_R029_T60KYF_20170827T221934.SAFE,2017-08-27 22:19:34.460000+00:00
L1C_T60KYG_A002486_20170827T221934,S2B_MSIL1C_20170827T221939_N0205_R029_T60KYG_20170827T221934,GS2B_20170827T221939_002486_N02.05,60KYG,2017-08-27T22:19:34.460000Z,713857260.0,17.9888,PASSED,2017-08-27T22:19:34.000000Z,-16.2609039462,-17.264498978699997,178.871114223,179.912884377,gs://gcp-public-data-sentinel-2/tiles/60/K/YG/S2B_MSIL1C_20170827T221939_N0205_R029_T60KYG_20170827T221934.SAFE,2017-08-27 22:19:34.460000+00:00
L1C_T60LYH_A002486_20170827T221934,S2B_MSIL1C_20170827T221939_N0205_R029_T60LYH_20170827T221934,GS2B_20170827T221939_002486_N02.05,60LYH,2017-08-27T22:19:34.460000Z,659027522.0,30.9285,PASSED,2017-08-27T22:19:34.000000Z,-15.3578237805,-16.3608345331,178.86281816099998,179.899128982,gs://gcp-public-data-sentinel-2/tiles/60/L/YH/S2B_MSIL1C_20170827T221939_N0205_R029_T60LYH_20170827T221934.SAFE,2017-08-27 22:19:34.460000+00:00
L1C_T60KWE_A002529_20170830T223046,S2B_MSIL1C_20170830T223049_N0205_R072_T60KWE_20170830T223046,GS2B_20170830T223049_002529_N02.05,60KWE,2017-08-30T22:30:46.460000Z,229975737.0,70.969,PASSED,2017-08-30T22:30:46.000000Z,-18.0856500249,-18.5027997276,176.99971604599997,178.03984292299998,gs://gcp-public-data-sentinel-2/tiles/60/K/WE/S2B_MSIL1C_20170830T223049_N0205_R072_T60KWE_20170830T223046.SAFE,2017-08-30 22:30:46.460000+00:00
L1C_T60KWF_A002529_20170830T223046,S2B_MSIL1C_20170830T223049_N0205_R072_T60KWF_20170830T223046,GS2B_20170830T223049_002529_N02.05,60KWF,2017-08-30T22:30:46.460000Z,411462342.0,76.4632,PASSED,2017-08-30T22:30:46.000000Z,-17.5244158713,-18.1768341026,176.999716198,178.03788691900002,gs://gcp-public-data-sentinel-2/tiles/60/K/WF/S2B_MSIL1C_20170830T223049_N0205_R072_T60KWF_20170830T223046.SAFE,2017-08-30 22:30:46.460000+00:00
L1C_T60KXE_A002529_20170830T223046,S2B_MSIL1C_20170830T223049_N0205_R072_T60KXE_20170830T223046,GS2B_20170830T223049_002529_N02.05,60KXE,2017-08-30T22:30:46.460000Z,127612148.0,87.9904,PASSED,2017-08-30T22:30:46.000000Z,-18.083539279,-18.5607971832,177.944951183,178.375086643,gs://gcp-public-data-sentinel-2/tiles/60/K/XE/S2B_MSIL1C_20170830T223049_N0205_R072_T60KXE_20170830T223046.SAFE,2017-08-30 22:30:46.460000+00:00
L1C_T60KXF_A002529_20170830T223046,S2B_MSIL1C_20170830T223049_N0205_R072_T60KXF_20170830T223046,GS2B_20170830T223049_002529_N02.05,60KXF,2017-08-30T22:30:46.460000Z,135035198.0,63.6929,PASSED,2017-08-30T22:30:46.000000Z,-17.7407112377,-18.1745078561,177.943122623,178.425280451,gs://gcp-public-data-sentinel-2/tiles/60/K/XF/S2B_MSIL1C_20170830T223049_N0205_R072_T60KXF_20170830T223046.SAFE,2017-08-30 22:30:46.460000+00:00
L1C_T01KAA_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T01KAA_20170901T221939,GS2A_20170901T221941_011466_N02.05,01KAA,2017-09-01T22:19:39.460000Z,763176073.0,69.7585,PASSED,2017-09-01T22:19:39.000000Z,-17.1493468413,-18.1572504155,-180.77971446799998,-179.72836174,gs://gcp-public-data-sentinel-2/tiles/01/K/AA/S2A_MSIL1C_20170901T221941_N0205_R029_T01KAA_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T01KAB_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T01KAB_20170901T221939,GS2A_20170901T221941_011466_N02.05,01KAB,2017-09-01T22:19:39.460000Z,751308401.0,33.6519,PASSED,2017-09-01T22:19:39.000000Z,-16.2476729268,-17.254756971400003,-180.760880688,-179.715554282,gs://gcp-public-data-sentinel-2/tiles/01/K/AB/S2A_MSIL1C_20170901T221941_N0205_R029_T01KAB_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T01KAU_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T01KAU_20170901T221939,GS2A_20170901T221941_011466_N02.05,01KAU,2017-09-01T22:19:39.460000Z,728360375.0,89.461,PASSED,2017-09-01T22:19:39.000000Z,-18.953474705799998,-19.9630305843,179.179173057,180.24358312599998,gs://gcp-public-data-sentinel-2/tiles/01/K/AU/S2A_MSIL1C_20170901T221941_N0205_R029_T01KAU_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T01KAV_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T01KAV_20170901T221939,GS2A_20170901T221941_011466_N02.05,01KAV,2017-09-01T22:19:39.460000Z,773059935.0,64.7972,PASSED,2017-09-01T22:19:39.000000Z,-18.051462764300002,-19.0601902679,-180.799690983,-179.741978808,gs://gcp-public-data-sentinel-2/tiles/01/K/AV/S2A_MSIL1C_20170901T221941_N0205_R029_T01KAV_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T01KBA_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T01KBA_20170901T221939,GS2A_20170901T221941_011466_N02.05,01KBA,2017-09-01T22:19:39.460000Z,575621226.0,28.5701,PASSED,2017-09-01T22:19:39.000000Z,-17.1646514741,-18.165027408900002,-179.835707339,-178.90513356,gs://gcp-public-data-sentinel-2/tiles/01/K/BA/S2A_MSIL1C_20170901T221941_N0205_R029_T01KBA_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T01KBB_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T01KBB_20170901T221939,GS2A_20170901T221941_011466_N02.05,01KBB,2017-09-01T22:19:39.460000Z,690264346.0,3.9204,PASSED,2017-09-01T22:19:39.000000Z,-16.262127248800002,-17.2640696815,-179.821561001,-178.780187093,gs://gcp-public-data-sentinel-2/tiles/01/K/BB/S2A_MSIL1C_20170901T221941_N0205_R029_T01KBB_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T01KBU_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T01KBU_20170901T221939,GS2A_20170901T221941_011466_N02.05,01KBU,2017-09-01T22:19:39.460000Z,283932709.0,95.1341,PASSED,2017-09-01T22:19:39.000000Z,-18.9705030826,-19.9664848589,-179.86659151900002,-179.31530270099998,gs://gcp-public-data-sentinel-2/tiles/01/K/BU/S2A_MSIL1C_20170901T221941_N0205_R029_T01KBU_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T01KBV_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T01KBV_20170901T221939,GS2A_20170901T221941_011466_N02.05,01KBV,2017-09-01T22:19:39.460000Z,443457531.0,83.1267,PASSED,2017-09-01T22:19:39.000000Z,-18.067625056199997,-19.066032535599998,-179.850713755,-179.10996255900002,gs://gcp-public-data-sentinel-2/tiles/01/K/BV/S2A_MSIL1C_20170901T221941_N0205_R029_T01KBV_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T01LAC_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T01LAC_20170901T221939,GS2A_20170901T221941_011466_N02.05,01LAC,2017-09-01T22:19:39.460000Z,686901800.0,1.8672,PASSED,2017-09-01T22:19:39.000000Z,-15.3453637199,-16.3516309739,-180.74314115400003,-179.703523684,gs://gcp-public-data-sentinel-2/tiles/01/L/AC/S2A_MSIL1C_20170901T221941_N0205_R029_T01LAC_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KWD_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KWD_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KWD,2017-09-01T22:19:39.460000Z,261560667.0,73.5268,PASSED,2017-09-01T22:19:39.000000Z,-18.9894941366,-19.9838545575,177.55115080299998,178.049206607,gs://gcp-public-data-sentinel-2/tiles/60/K/WD/S2A_MSIL1C_20170901T221941_N0205_R029_T60KWD_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KWE_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KWE_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KWE,2017-09-01T22:19:39.460000Z,99954395.0,100.0,PASSED,2017-09-01T22:19:39.000000Z,-18.0856496802,-19.079178616300002,177.77620787799998,178.043387256,gs://gcp-public-data-sentinel-2/tiles/60/K/WE/S2A_MSIL1C_20170901T221941_N0205_R029_T60KWE_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KXD_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KXD_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KXD,2017-09-01T22:19:39.460000Z,676707985.0,65.0967,PASSED,2017-09-01T22:19:39.000000Z,-18.9817051607,-19.9821398122,177.94993370400002,179.004886758,gs://gcp-public-data-sentinel-2/tiles/60/K/XD/S2A_MSIL1C_20170901T221941_N0205_R029_T60KXD_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KXE_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KXE_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KXE,2017-09-01T22:19:39.460000Z,647458030.0,99.6703,PASSED,2017-09-01T22:19:39.000000Z,-18.0782571546,-19.0783688072,177.946587183,178.993772531,gs://gcp-public-data-sentinel-2/tiles/60/K/XE/S2A_MSIL1C_20170901T221941_N0205_R029_T60KXE_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KXF_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KXF_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KXF,2017-09-01T22:19:39.460000Z,561907904.0,90.7212,PASSED,2017-09-01T22:19:39.000000Z,-17.1747193588,-18.1742282086,178.00015627,178.983268462,gs://gcp-public-data-sentinel-2/tiles/60/K/XF/S2A_MSIL1C_20170901T221941_N0205_R029_T60KXF_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KXG_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KXG_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KXG,2017-09-01T22:19:39.460000Z,453283705.0,73.2669,PASSED,2017-09-01T22:19:39.000000Z,-16.2716376801,-17.2695919911,178.22007418200002,178.973365455,gs://gcp-public-data-sentinel-2/tiles/60/K/XG/S2A_MSIL1C_20170901T221941_N0205_R029_T60KXG_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KYD_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KYD_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KYD,2017-09-01T22:19:39.460000Z,725053071.0,90.5372,PASSED,2017-09-01T22:19:39.000000Z,-18.9690605254,-19.9744194106,178.89929258700002,179.959368783,gs://gcp-public-data-sentinel-2/tiles/60/K/YD/S2A_MSIL1C_20170901T221941_N0205_R029_T60KYD_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KYE_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KYE_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KYE,2017-09-01T22:19:39.460000Z,749635263.0,77.7722,PASSED,2017-09-01T22:19:39.000000Z,-18.0662559481,-19.0710244241,178.88933617900003,179.942978909,gs://gcp-public-data-sentinel-2/tiles/60/K/YE/S2A_MSIL1C_20170901T221941_N0205_R029_T60KYE_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KYF_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KYF_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KYF,2017-09-01T22:19:39.460000Z,756226254.0,82.6849,PASSED,2017-09-01T22:19:39.000000Z,-17.1633549664,-18.167535603399998,178.87994597,179.92748847099998,gs://gcp-public-data-sentinel-2/tiles/60/K/YF/S2A_MSIL1C_20170901T221941_N0205_R029_T60KYF_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KYG_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60KYG_20170901T221939,GS2A_20170901T221941_011466_N02.05,60KYG,2017-09-01T22:19:39.460000Z,746742129.0,49.2578,PASSED,2017-09-01T22:19:39.000000Z,-16.2609039462,-17.264498978699997,178.871114223,179.912884377,gs://gcp-public-data-sentinel-2/tiles/60/K/YG/S2A_MSIL1C_20170901T221941_N0205_R029_T60KYG_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60LYH_A011466_20170901T221939,S2A_MSIL1C_20170901T221941_N0205_R029_T60LYH_20170901T221939,GS2A_20170901T221941_011466_N02.05,60LYH,2017-09-01T22:19:39.460000Z,648483603.0,1.0351,PASSED,2017-09-01T22:19:39.000000Z,-15.3578237805,-16.3608345331,178.86281816099998,179.899128982,gs://gcp-public-data-sentinel-2/tiles/60/L/YH/S2A_MSIL1C_20170901T221941_N0205_R029_T60LYH_20170901T221939.SAFE,2017-09-01 22:19:39.460000+00:00
L1C_T60KWE_A011509_20170904T223050,S2A_MSIL1C_20170904T223051_N0205_R072_T60KWE_20170904T223050,GS2A_20170904T223051_011509_N02.05,60KWE,2017-09-04T22:30:50.460000Z,249689175.0,25.2741,PASSED,2017-09-04T22:30:50.000000Z,-18.0856501588,-18.5285525844,176.99971596900002,178.04000239400003,gs://gcp-public-data-sentinel-2/tiles/60/K/WE/S2A_MSIL1C_20170904T223051_N0205_R072_T60KWE_20170904T223050.SAFE,2017-09-04 22:30:50.460000+00:00
L1C_T60KWF_A011509_20170904T223050,S2A_MSIL1C_20170904T223051_N0205_R072_T60KWF_20170904T223050,GS2A_20170904T223051_011509_N02.05,60KWF,2017-09-04T22:30:50.460000Z,476385006.0,8.8885,PASSED,2017-09-04T22:30:50.000000Z,-17.4305898096,-18.1768340502,176.999716198,178.03788691900002,gs://gcp-public-data-sentinel-2/tiles/60/K/WF/S2A_MSIL1C_20170904T223051_N0205_R072_T60KWF_20170904T223050.SAFE,2017-09-04 22:30:50.460000+00:00
L1C_T60KXE_A011509_20170904T223050,S2A_MSIL1C_20170904T223051_N0205_R072_T60KXE_20170904T223050,GS2A_20170904T223051_011509_N02.05,60KXE,2017-09-04T22:30:50.460000Z,121475117.0,92.6669,PASSED,2017-09-04T22:30:50.000000Z,-18.083564807200002,-18.5851556521,177.944950809,178.37147533,gs://gcp-public-data-sentinel-2/tiles/60/K/XE/S2A_MSIL1C_20170904T223051_N0205_R072_T60KXE_20170904T223050.SAFE,2017-09-04 22:30:50.460000+00:00
L1C_T60KXF_A011509_20170904T223050,S2A_MSIL1C_20170904T223051_N0205_R072_T60KXF_20170904T223050,GS2A_20170904T223051_011509_N02.05,60KXF,2017-09-04T22:30:50.460000Z,147932759.0,100.0,PASSED,2017-09-04T22:30:50.000000Z,-17.6468957908,-18.1745078561,177.942632546,178.441535841,gs://gcp-public-data-sentinel-2/tiles/60/K/XF/S2A_MSIL1C_20170904T223051_N0205_R072_T60KXF_20170904T223050.SAFE,2017-09-04 22:30:50.460000+00:00
L1C_T01KAA_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T01KAA_20170906T222012,GS2B_20170906T222009_002629_N02.05,01KAA,2017-09-06T22:20:12.460000Z,793411702.0,31.0557,PASSED,2017-09-06T22:20:12.000000Z,-17.1493468413,-18.1572504155,-180.77971446799998,-179.72836174,gs://gcp-public-data-sentinel-2/tiles/01/K/AA/S2B_MSIL1C_20170906T222009_N0205_R029_T01KAA_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T01KAB_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T01KAB_20170906T222012,GS2B_20170906T222009_002629_N02.05,01KAB,2017-09-06T22:20:12.460000Z,772571611.0,21.9433,PASSED,2017-09-06T22:20:12.000000Z,-16.2476729268,-17.254756971400003,-180.760880688,-179.715554282,gs://gcp-public-data-sentinel-2/tiles/01/K/AB/S2B_MSIL1C_20170906T222009_N0205_R029_T01KAB_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T01KAV_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T01KAV_20170906T222012,GS2B_20170906T222009_002629_N02.05,01KAV,2017-09-06T22:20:12.460000Z,572835115.0,12.2533,PASSED,2017-09-06T22:20:12.000000Z,-18.051462764300002,-18.9321848989,179.20815827299998,180.258021192,gs://gcp-public-data-sentinel-2/tiles/01/K/AV/S2B_MSIL1C_20170906T222009_N0205_R029_T01KAV_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T01KBA_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T01KBA_20170906T222012,GS2B_20170906T222009_002629_N02.05,01KBA,2017-09-06T22:20:12.460000Z,633500232.0,22.8892,PASSED,2017-09-06T22:20:12.000000Z,-17.1646514741,-18.1651124229,-179.835707339,-178.89761576,gs://gcp-public-data-sentinel-2/tiles/01/K/BA/S2B_MSIL1C_20170906T222009_N0205_R029_T01KBA_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T01KBB_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T01KBB_20170906T222012,GS2B_20170906T222009_002629_N02.05,01KBB,2017-09-06T22:20:12.460000Z,748391942.0,29.0081,PASSED,2017-09-06T22:20:12.000000Z,-16.2621285107,-17.264146835,-179.821559642,-178.78018789900003,gs://gcp-public-data-sentinel-2/tiles/01/K/BB/S2B_MSIL1C_20170906T222009_N0205_R029_T01KBB_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T01KBU_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T01KBU_20170906T222012,GS2B_20170906T222009_002629_N02.05,01KBU,2017-09-06T22:20:12.460000Z,10723304.0,0.0,PASSED,2017-09-06T22:20:12.000000Z,-18.9744681581,-19.0389949865,-179.578788207,-179.30808860599998,gs://gcp-public-data-sentinel-2/tiles/01/K/BU/S2B_MSIL1C_20170906T222009_N0205_R029_T01KBU_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T01KBV_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T01KBV_20170906T222012,GS2B_20170906T222009_002629_N02.05,01KBV,2017-09-06T22:20:12.460000Z,440853171.0,12.8458,PASSED,2017-09-06T22:20:12.000000Z,-18.067625056199997,-19.0392712769,-179.84814116099997,-179.10240665900002,gs://gcp-public-data-sentinel-2/tiles/01/K/BV/S2B_MSIL1C_20170906T222009_N0205_R029_T01KBV_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T01LAC_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T01LAC_20170906T222012,GS2B_20170906T222009_002629_N02.05,01LAC,2017-09-06T22:20:12.460000Z,365086994.0,6.3478,PASSED,2017-09-06T22:20:12.000000Z,-15.7391391475,-16.351632196,-180.743142822,-179.711338267,gs://gcp-public-data-sentinel-2/tiles/01/L/AC/S2B_MSIL1C_20170906T222009_N0205_R029_T01LAC_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T60KWE_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T60KWE_20170906T222012,GS2B_20170906T222009_002629_N02.05,60KWE,2017-09-06T22:20:12.460000Z,16827629.0,34.9029,PASSED,2017-09-06T22:20:12.000000Z,-18.0856500249,-18.4671931098,177.94207231299998,178.039635917,gs://gcp-public-data-sentinel-2/tiles/60/K/WE/S2B_MSIL1C_20170906T222009_N0205_R029_T60KWE_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T60KXE_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T60KXE_20170906T222012,GS2B_20170906T222009_002629_N02.05,60KXE,2017-09-06T22:20:12.460000Z,325703286.0,8.2649,PASSED,2017-09-06T22:20:12.000000Z,-18.0782571546,-18.6484378121,177.94680060599998,178.988796093,gs://gcp-public-data-sentinel-2/tiles/60/K/XE/S2B_MSIL1C_20170906T222009_N0205_R029_T60KXE_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T60KXF_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T60KXF_20170906T222012,GS2B_20170906T222009_002629_N02.05,60KXF,2017-09-06T22:20:12.460000Z,639873895.0,24.2928,PASSED,2017-09-06T22:20:12.000000Z,-17.1747193588,-18.1741756674,178.009238299,178.983268462,gs://gcp-public-data-sentinel-2/tiles/60/K/XF/S2B_MSIL1C_20170906T222009_N0205_R029_T60KXF_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T60KXG_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T60KXG_20170906T222012,GS2B_20170906T222009_002629_N02.05,60KXG,2017-09-06T22:20:12.460000Z,395581578.0,12.0656,PASSED,2017-09-06T22:20:12.000000Z,-16.2716376801,-17.269531157,178.23078448099997,178.973365455,gs://gcp-public-data-sentinel-2/tiles/60/K/XG/S2B_MSIL1C_20170906T222009_N0205_R029_T60KXG_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T60KYE_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T60KYE_20170906T222012,GS2B_20170906T222009_002629_N02.05,60KYE,2017-09-06T22:20:12.460000Z,497245393.0,10.1187,PASSED,2017-09-06T22:20:12.000000Z,-18.0662556819,-18.8585001871,178.88933617900003,179.93948275099999,gs://gcp-public-data-sentinel-2/tiles/60/K/YE/S2B_MSIL1C_20170906T222009_N0205_R029_T60KYE_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T60KYF_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T60KYF_20170906T222012,GS2B_20170906T222009_002629_N02.05,60KYF,2017-09-06T22:20:12.460000Z,782637750.0,30.5822,PASSED,2017-09-06T22:20:12.000000Z,-17.1633549664,-18.167535603399998,178.87994597,179.92748847099998,gs://gcp-public-data-sentinel-2/tiles/60/K/YF/S2B_MSIL1C_20170906T222009_N0205_R029_T60KYF_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T60KYG_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T60KYG_20170906T222012,GS2B_20170906T222009_002629_N02.05,60KYG,2017-09-06T22:20:12.460000Z,771668665.0,26.4764,PASSED,2017-09-06T22:20:12.000000Z,-16.2609039462,-17.264498978699997,178.871114223,179.912884377,gs://gcp-public-data-sentinel-2/tiles/60/K/YG/S2B_MSIL1C_20170906T222009_N0205_R029_T60KYG_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T60LYH_A002629_20170906T222012,S2B_MSIL1C_20170906T222009_N0205_R029_T60LYH_20170906T222012,GS2B_20170906T222009_002629_N02.05,60LYH,2017-09-06T22:20:12.460000Z,399187415.0,2.3196,PASSED,2017-09-06T22:20:12.000000Z,-15.662542800299999,-16.360834641500002,178.865456083,179.899130195,gs://gcp-public-data-sentinel-2/tiles/60/L/YH/S2B_MSIL1C_20170906T222009_N0205_R029_T60LYH_20170906T222012.SAFE,2017-09-06 22:20:12.460000+00:00
L1C_T01KBB_A011566_20170908T220917,S2A_MSIL1C_20170908T220921_N0205_R129_T01KBB_20170908T220917,GS2A_20170908T220921_011566_N02.05,01KBB,2017-09-08T22:09:17.460000Z,74235911.0,5.2194,PASSED,2017-09-08T22:09:17.000000Z,-16.2711091721,-16.7187979399,-179.11301468099998,-178.78018789900003,gs://gcp-public-data-sentinel-2/tiles/01/K/BB/S2A_MSIL1C_20170908T220921_N0205_R129_T01KBB_20170908T220917.SAFE,2017-09-08 22:09:17.460000+00:00
L1C_T01KAU_A011566_20170908T221029,S2A_MSIL1C_20170908T220921_N0205_R129_T01KAU_20170908T221029,GS2A_20170908T220921_011566_N02.05,01KAU,2017-09-08T22:10:29.620000Z,32451203.0,0.0,PASSED,2017-09-08T22:10:29.000000Z,-19.3109529366,-19.9630305843,-179.92443488700002,-179.762136696,gs://gcp-public-data-sentinel-2/tiles/01/K/AU/S2A_MSIL1C_20170908T220921_N0205_R129_T01KAU_20170908T221029.SAFE,2017-09-08 22:10:29.620000+00:00
L1C_T01KBA_A011566_20170908T221029,S2A_MSIL1C_20170908T220921_N0205_R129_T01KBA_20170908T221029,GS2A_20170908T220921_011566_N02.05,01KBA,2017-09-08T22:10:29.620000Z,333297374.0,6.162000000000001,PASSED,2017-09-08T22:10:29.000000Z,-17.171967232,-18.1684172299,-179.478707318,-178.788591118,gs://gcp-public-data-sentinel-2/tiles/01/K/BA/S2A_MSIL1C_20170908T220921_N0205_R129_T01KBA_20170908T221029.SAFE,2017-09-08 22:10:29.620000+00:00
L1C_T01KBB_A011566_20170908T221029,S2A_MSIL1C_20170908T220921_N0205_R129_T01KBB_20170908T221029,GS2A_20170908T220921_011566_N02.05,01KBB,2017-09-08T22:10:29.620000Z,179157675.0,14.3764,PASSED,2017-09-08T22:10:29.000000Z,-16.4898799726,-17.2653348969,-179.257663227,-178.782623108,gs://gcp-public-data-sentinel-2/tiles/01/K/BB/S2A_MSIL1C_20170908T220921_N0205_R129_T01KBB_20170908T221029.SAFE,2017-09-08 22:10:29.620000+00:00
